date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:20	54420/54420	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-d494%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.woff2	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.woff2	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:20	63712/63712	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b8cc319-f8e0%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.woff	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.woff	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:21	98384/98384	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-18050%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.ttf	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.ttf	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:22	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b8cc319-7be56%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.svg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.svg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:22	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-79b4%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.eot	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:22	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-79b4%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.eot?	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:23	12220/12220	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-2fbc%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.woff2	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.woff2	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:23	14712/14712	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b8cc319-3978%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.woff	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.woff	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:24	30928/30928	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-78d0%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.ttf	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.ttf	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:24	107199/107199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b8cc319-1a2bf%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.svg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-regular-400.svg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:25	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-18f08%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.eot	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:25	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-18f08%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.eot?	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:26	38784/38784	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-9780%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.woff2	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.woff2	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:26	48704/48704	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b8cc319-be40%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.woff	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.woff	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:27	101932/101932	---M--	200	added ('OK')	application/octet-stream	etag:%225b8cc319-18e2c%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.ttf	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.ttf	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:27	378215/378215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b8cc319-5c567%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.svg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-solid-900.svg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:28	10468/10468	---MCZ	200	added ('OK')	text/css	etag:W/%225b8cc319-28e4%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/single.css	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/single.css	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/single.html)
11:46:28	4042/4042	---MCZ	200	added ('OK')	text/css	etag:W/%225b8cc319-fca%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/lightbox.css	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/lightbox.css	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html)
11:46:29	49683/49683	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-c213%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g7.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g7.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html)
11:46:29	44292/44292	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-ad04%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g8.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g8.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html)
11:46:30	37139/37139	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-9113%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g9.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g9.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html)
11:46:32	93077/93077	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-16b95%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/lightbox-plus-jquery.min.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/lightbox-plus-jquery.min.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html)
11:46:32	1105/1105	---MC-	200	added ('OK')	image/png	etag:W/%225b8cc319-451%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/prev.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/prev.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/lightbox.css)
11:46:33	1106/1106	---MC-	200	added ('OK')	image/png	etag:W/%225b8cc319-452%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/next.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/next.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/lightbox.css)
11:46:34	280/280	---MC-	200	added ('OK')	image/png	etag:W/%225b8cc319-118%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/close.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/close.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/lightbox.css)
